station_id,name,lat,lng,trips_ended,trips_started,trips_total,fpct_started,fpct_ended,fpct_total
310,State St & Smith St,40.68927,-73.98913,8653,7648,16301,0.2858,0.2766,0.2809
243,Fulton St & Rockwell Pl,40.68798,-73.97847,7761,8478,16239,0.1997,0.2437,0.2207
423,W 54 St & 9 Ave,40.76585,-73.98691,7581,8558,16139,0.208,0.2056,0.2069
150,E 2 St & Avenue C,40.72087,-73.98086,8051,7951,16002,0.2694,0.2627,0.266
391,Clark St & Henry St,40.6976,-73.99345,7692,8294,15986,0.2583,0.2336,0.2464
2022,E 59 St & Sutton Pl,40.75849,-73.95921,8005,7922,15927,0.2338,0.2452,0.2395
2004,6 Ave & Broome St,40.7244,-74.0047,8048,7626,15674,0.2473,0.2752,0.2616
137,E 56 St & Madison Ave,40.76163,-73.97292,8227,7424,15651,0.1542,0.1597,0.1571
539,Metropolitan Ave & Bedford Ave,40.71535,-73.96024,8370,7214,15584,0.2714,0.2614,0.266
430,York St & Jay St,40.70149,-73.98657,7836,7724,15560,0.285,0.2953,0.2902
2000,Front St & Washington St,40.70255,-73.9894,8197,7247,15444,0.2449,0.2577,0.2517
308,St James Pl & Oliver St,40.71308,-73.99851,7706,7665,15371,0.286,0.2992,0.2926
250,Lafayette St & Jersey St,40.72456,-73.99565,7672,7582,15254,0.2538,0.2471,0.2504
393,E 5 St & Avenue C,40.72299,-73.97995,7448,7663,15111,0.291,0.293,0.292
249,Harrison St & Hudson St,40.71871,-74.009,7662,7449,15111,0.2117,0.227,0.2195
532,S 5 Pl & S 4 St,40.71045,-73.96088,7697,7068,14765,0.2806,0.2854,0.2831
349,Rivington St & Ridge St,40.7185,-73.9833,7117,7174,14291,0.3311,0.3181,0.3246
259,South St & Whitehall St,40.70122,-74.01234,7263,6774,14037,0.2524,0.2591,0.2559
83,Atlantic Ave & Fort Greene Pl,40.68383,-73.97632,7384,6636,14020,0.2548,0.2416,0.2478
467,Dean St & 4 Ave,40.68312,-73.97895,7426,6321,13747,0.339,0.2883,0.3116
337,Old Slip & Front St,40.7038,-74.00839,6985,6662,13647,0.2261,0.2235,0.2248
157,Henry St & Atlantic Ave,40.69089,-73.99612,7046,6590,13636,0.3355,0.323,0.329
2012,E 27 St & 1 Ave,40.73945,-73.97681,6629,6643,13272,0.3036,0.2869,0.2953
2008,Little West St & 1 Pl,40.70569,-74.01678,6562,6617,13179,0.2593,0.2656,0.2624
2017,E 43 St & 2 Ave,40.75022,-73.97121,6463,6610,13073,0.2602,0.2338,0.2471
342,Columbia St & Rivington St,40.7174,-73.98017,6609,6375,12984,0.3581,0.3583,0.3582
525,W 34 St & 11 Ave,40.75594,-74.00212,6373,6240,12613,0.2373,0.214,0.2255
356,Bialystoker Pl & Delancey St,40.71623,-73.98261,6237,6368,12605,0.3317,0.2884,0.3103
503,E 20 St & Park Ave,40.73827,-73.98752,5997,6607,12604,0.2275,0.2468,0.2367
2002,Wythe Ave & Metropolitan Ave,40.71689,-73.9632,6406,6123,12529,0.2892,0.2765,0.2827
534,Water - Whitehall Plaza,40.70255,-74.01272,6638,5469,12107,0.151,0.1348,0.1421
441,E 52 St & 2 Ave,40.75601,-73.96742,5731,6317,12048,0.2112,0.1947,0.2034
295,Pike St & E Broadway,40.71407,-73.99294,6019,5912,11931,0.3547,0.3394,0.347
366,Clinton Ave & Myrtle Ave,40.69326,-73.9689,6145,5770,11915,0.366,0.3538,0.3597
516,E 47 St & 1 Ave,40.75207,-73.96784,6049,5793,11842,0.2056,0.2433,0.2249
291,Madison St & Montgomery St,40.71313,-73.98484,5911,5870,11781,0.2836,0.2752,0.2794
406,Hicks St & Montague St,40.69513,-73.99595,5908,5872,11780,0.2822,0.2642,0.2732
502,Henry St & Grand St,40.71422,-73.98135,5856,5417,11273,0.309,0.3385,0.3243
340,Madison St & Clinton St,40.71269,-73.98776,5629,5615,11244,0.3313,0.3198,0.3255
2023,E 55 St & Lexington Ave,40.75968,-73.97031,5441,5496,10937,0.1847,0.1562,0.1705
341,Stanton St & Mangin St,40.71782,-73.97629,5405,5342,10747,0.2477,0.2446,0.2461
411,E 6 St & Avenue D,40.72228,-73.97669,5361,5328,10689,0.2592,0.2679,0.2636
414,Pearl St & Anchorage Pl,40.70282,-73.98766,5407,4922,10329,0.2263,0.2499,0.2387
395,Bond St & Schermerhorn St,40.68807,-73.98411,5032,5138,10170,0.2805,0.2796,0.2801
332,Cherry St,40.7122,-73.97948,5042,5126,10168,0.2936,0.3062,0.2998
2009,Catherine St & Monroe St,40.71117,-73.99683,5080,4886,9966,0.2976,0.3055,0.3016
270,Adelphi St & Myrtle Ave,40.69308,-73.97179,4914,4913,9827,0.2984,0.2709,0.2846
260,Broad St & Bridge St,40.70365,-74.01168,4977,4835,9812,0.2089,0.2116,0.2103
408,Market St & Cherry St,40.71076,-73.994,4980,4764,9744,0.2613,0.2697,0.2656
331,Pike St & Monroe St,40.71173,-73.99193,4730,4932,9662,0.3064,0.303,0.3047
261,Johnson St & Gold St,40.69475,-73.98362,4793,4556,9349,0.2439,0.231,0.2373
471,Grand St & Havemeyer St,40.71287,-73.95698,4774,4573,9347,0.2558,0.2512,0.2535
82,St James Pl & Pearl St,40.71117,-74.00017,4552,4731,9283,0.2604,0.2663,0.2633
384,Fulton St & Waverly Ave,40.68318,-73.96596,4676,4442,9118,0.265,0.2727,0.2689
302,Avenue D & E 3 St,40.72083,-73.97793,4493,4475,8968,0.2851,0.2809,0.283
398,Atlantic Ave & Furman St,40.69165,-73.99998,4920,3946,8866,0.281,0.2762,0.2783
314,Montague St & Clinton St,40.69425,-73.99216,4344,4495,8839,0.2768,0.296,0.2862
274,Lafayette Ave & Fort Greene Pl,40.68692,-73.97668,4538,4104,8642,0.3017,0.2959,0.2987
239,Willoughby St & Fleet St,40.69197,-73.9813,4124,4276,8400,0.2774,0.2949,0.286
416,Cumberland St & Lafayette Ave,40.68753,-73.97265,3899,4359,8258,0.3148,0.2988,0.3072
248,Laight St & Hudson St,40.72185,-74.00772,4122,4090,8212,0.2369,0.2659,0.2515
143,Clinton St & Joralemon St,40.6924,-73.99338,4127,4044,8171,0.295,0.2685,0.2816
217,Old Fulton St,40.70277,-73.99384,4198,3725,7923,0.3332,0.3478,0.3409
244,Willoughby Ave & Hall St,40.69196,-73.96537,3927,3961,7888,0.3143,0.3069,0.3106
266,Avenue D & E 8 St,40.72368,-73.97575,3862,3825,7687,0.3885,0.355,0.3717
